Item Name,Package Weight,Package Length,Package Height,Package Width,SKU
MAGPBBLKM,0.05,3.00,0.50,3.00,MAGPBBLKM
MAGPBBLUM,0.05,3.00,0.50,3.00,MAGPBBLUM
MAGRAIN112,2.50,5.75,3.25,3.25,MAGRAIN112
MAGRAIN112PVC,1.00,5.75,3.25,3.25,MAGRAIN112PVC
MAGRAIN112SS,2.75,5.75,3.25,3.25,MAGRAIN112SS
MAGRAIN114,2.00,6.50,2.75,2.75,MAGRAIN114
MAGRAIN114SS,2.50,6.50,2.75,2.75,MAGRAIN114SS
MAGRAIN12,1.00,5.00,1.55,1.55,MAGRAIN12
MAGRAIN14SS,1.00,4.75,1.25,1.25,MAGRAIN14SS
MAGRAIN1SS,1.00,5.00,1.875,1.875,MAGRAIN1SS
MAGRAIN2,3.00,6.00,2.00,4.00,MAGRAIN2
MAGRAIN2GR,5.00,19.00,4.00,4.00,MAGRAIN2GR
MAGRAIN2PVC,1.00,6.00,4.00,4.00,MAGRAIN2PVC
MAGRAIN2SS,3.00,6.00,4.00,4.00,MAGRAIN2SS
MAGRAIN3,9.00,9.00,5.00,5.00,MAGRAIN3
MAGRAIN34SS,1.00,5.00,1.75,1.75,MAGRAIN34SS
MAGRAIN38,1.00,5.00,1.55,1.55,MAGRAIN38
MAGRAIN3PVC,3.00,9.00,5.00,5.00,MAGRAIN3PVC
MAGRAIN3SS,10.00,9.00,5.00,5.00,MAGRAIN3SS
MAGRAIN4,11.00,9.00,6.00,6.00,MAGRAIN4
MAGRAIN4PVC,4.00,9.00,6.00,6.00,MAGRAIN4PVC
MAGRAIN4SS,30.00,9.00,6.00,6.00,MAGRAIN4SS
MAGSPRING1,2.00,5.00,2.00,2.00,MAGSPRING1
MAGTURB10,29.00,20.00,16.00,16.00,MAGTURB10
MAGTURB12,32.00,20.00,20.00,20.00,MAGTURB12
MAGTURB4,10.00,6.00,9.00,9.00,MAGTURB4
MAGTURB4SS,40.00,6.00,9.00,9.00,MAGTURB4SS
MAGTURB6,22.00,20.00,11.00,11.00,MAGTURB6
MAGTURB8,24.00,20.00,13.50,13.50,MAGTURB8
MAGTURF1,1.00,3.75,2.375,2.375,MAGTURF1
MAGTURF114,1.50,4.75,2.50,2.50,MAGTURF114
MAGTURF12,1.00,3.75,2.25,2.25,MAGTURF12
MAGTURF1PVC,1.00,3.50,2.25,2.25,MAGTURF1PVC
MAGTURF34,1.00,3.75,2.25,2.25,MAGTURF34
MAGTURF34NPT,1.00,3.75,2.25,2.25,MAGTURF34NPT
MAGTURF34PVC,1.00,3.75,2.25,2.25,MAGTURF34PVC
MAGWELL10,49.00,13.00,11.00,11.00,MAGWELL10
MAGWELL12,60.00,13.00,13.00,13.00,MAGWELL12
MAGWELL4,11.00,9.00,6.00,6.00,MAGWELL4
MAGWELL6,27.00,13.00,7.00,7.00,MAGWELL6
MAGWELL8,35.00,13.00,9.00,9.00,MAGWELL8
MARTURB10SS,80.00,20.00,16.00,16.00,MARTURB10SS
MARTURB12SS,92.00,20.00,20.00,20.00,MARTURB12SS
MARTURB6SS,55.00,20.00,11.00,11.00,MARTURB6SS
MARTURB8SS,68.00,20.00,13.50,13.50,MARTURB8SS
MELTB,0.001,0.813,0.188,0.375,MELTB
MSLED,0.90,10.25,2.00,9.75,MSLED
MTUBEPPUN,0.13,0.00,0.00,0.00,MTUBEPPUN
NBP3300,20.95,36.50,7.00,7.00,NBP3300
NBP380,5.40,18.00,2.00,18.00,NBP380
NC2-NV1S,0.90,0.00,0.00,0.00,NC2-NV1S
NCL-345GM,2.00,6.00,1.00,3.00,NCL-345GM
NCL-514AB,2.00,0.00,0.00,0.00,NCL-514AB
NCL-514GM,2.00,0.00,0.00,0.00,NCL-514GM
NCL-525AB,3.00,0.00,0.00,0.00,NCL-525AB
NCL-630BK,3.00,0.00,0.00,0.00,NCL-630BK
NCL-649AB,4.00,0.00,0.00,0.00,NCL-649AB
NETBOW10,0.15,0.00,0.00,0.00,NETBOW10
NETBOW5F,0.10,0.00,0.00,0.00,NETBOW5F
NHRL-100-60W,0.00,0.00,0.00,0.00,NHRL-100-60W
P-IPS34-50,14.80,19.00,7.75,19.00,P-IPS34-50
P112RT,0.128,3.10,1.60,2.50,P112RT
P114ST90,0.00,0.00,0.00,0.00,P114ST90
P114STT,0.00,0.00,0.00,0.00,P114STT
P121RMA,0.182,0.00,0.00,0.00,P121RMA
P12RMA,0.182,0.00,0.00,0.00,P12RMA
P190BLK,0.126,0.00,0.00,0.00,P190BLK
P1UNBV,1.139,5.80,2.80,4.50,P1UNBV
P34RMA,0.182,0.00,0.00,0.00,P34RMA
PCGPT,1.314,4.50,3.50,3.50,PCGPT
PD24,0.095,0.00,0.00,0.00,PD24
PDB12BW,0.0375,0.00,0.00,0.00,PDB12BW
PDB12CLEAR,0.0375,0.00,0.00,0.00,PDB12CLEAR
PDB20,0.075,0.00,0.00,0.00,PDB20
PDB24,0.09,0.00,0.00,0.00,PDB24
PDB30,0.135,0.00,0.00,0.00,PDB30
PDB40,0.138,0.00,0.00,0.00,PDB40
PDBGEO,0.0553,0.00,0.00,0.00,PDBGEO
PDBLOCK8,8.50,7.50,8.30,8.30,PDBLOCK8
PDEPDM1015,45.00,0.00,0.00,0.00,PDEPDM1015
PDEPDM1515,68.00,0.00,0.00,0.00,PDEPDM1515
PDEPDM1520,90.00,69.00,10.50,10.50,PDEPDM1520
PDEPDM1525,113.00,0.00,0.00,0.00,PDEPDM1525
PDEPDM20100R,600.00,0.00,0.00,0.00,PDEPDM20100R
PDEPDM2020,120.00,0.00,0.00,0.00,PDEPDM2020
PDEPDM2030,180.00,0.00,0.00,0.00,PDEPDM2030
PDEPDM25100R,750.00,0.00,0.00,0.00,PDEPDM25100R
PDEPDM2530,225.00,0.00,0.00,0.00,PDEPDM2530
PDEPDM2550R,375.00,0.00,0.00,0.00,PDEPDM2550R
PDEPDM30100R,900.00,0.00,0.00,0.00,PDEPDM30100R
PDEPDM3030,270.00,0.00,0.00,0.00,PDEPDM3030
PDEPDM3050,450.00,0.00,0.00,0.00,PDEPDM3050
PDEPDM35100,1050.00,0.00,0.00,0.00,PDEPDM35100
PDEPDM3550,525.00,0.00,0.00,0.00,PDEPDM3550
PDEPDM40100,1200.00,0.00,0.00,0.00,PDEPDM40100
PDEPDM50100R,1500.00,0.00,0.00,0.00,PDEPDM50100R
PDEPDM5050,1000.00,0.00,0.00,0.00,PDEPDM5050
PDEPDM520,30.00,18.00,6.00,18.00,PDEPDM520
PL1FVHP,0.10,0.00,0.00,0.00,PL1FVHP
PL1M1,0.10,0.00,0.00,0.00,PL1M1
PL34FVHP,0.04,0.00,0.00,0.00,PL34FVHP
PLL1,0.1466,0.00,0.00,0.00,PLL1
PLL34,0.09,0.00,0.00,0.00,PLL34
PLT1,0.30,0.00,0.00,0.00,PLT1
PLT34,0.20,0.00,0.00,0.00,PLT34
PLV12,0.06,0.00,0.00,0.00,PLV12
PRB1806,0.403,0.00,0.00,0.00,PRB1806
PRNESP43,0.13,3.70,1.50,1.50,PRNESP43
PTRC112,0.071,0.00,0.00,0.00,PTRC112
PTRC134,0.071,0.00,0.00,0.00,PTRC134
PTRC3412,0.071,0.00,0.00,0.00,PTRC3412
RMAN8,0.17,2.00,3.00,3.00,RMAN8
SPCV05-100,0.52,0.00,0.00,0.00,SPCV05-100
SPCV05-25,0.13,0.00,0.00,0.00,SPCV05-25
SPCV10-100,0.52,0.00,0.00,0.00,SPCV10-100
SPCV10-25,0.13,0.00,0.00,0.00,SPCV10-25
SPCV20-100,0.52,0.00,0.00,0.00,SPCV20-100
SPCV20-25,0.13,0.00,0.00,0.00,SPCV20-25
SPDT,0.13,0.00,0.00,0.00,SPDT
T12050MA,0.07,0.00,0.00,0.00,T12050MA
T12075FTEE,0.07,0.00,0.00,0.00,T12075FTEE
"T12075MA Netafim Techline EZ 12mm Insert Male Adapter 3/4""",0.03,0.00,0.00,0.00,T12075MA
T12COUP,0.07,0.00,0.00,0.00,T12COUP
T12CROSS,0.03,0.00,0.00,0.00,T12CROSS
T12ELL,0.05,0.00,0.00,0.00,T12ELL
T12FIG8,0.01,0.00,0.00,0.00,T12FIG8
T12RCOUP,0.02,0.00,0.00,0.00,T12RCOUP
T12SOV,0.01,0.00,0.00,0.00,T12SOV
T12TEE,0.07,0.00,0.00,0.00,T12TEE
TC1508L100,1.86,0.00,0.00,0.00,TC1508L100
TGNHF112,2.80,0.00,0.00,0.00,TGNHF112
TGNHF2,4.40,0.00,0.00,0.00,TGNHF2
THPRINT4,4.94,12.00,5.00,9.00,THPRINT4
TIRRD1200,4.00,7.75,10.75,4.00,TIRRD1200
TIRRD600,4.00,7.75,10.75,4.00,TIRRD600
TIRRD900,4.00,7.75,10.75,4.00,TIRRD900
TL050MA,0.0272,0.00,0.00,0.00,TL050MA
TL050MFV-1,0.25,0.00,0.00,0.00,TL050MFV-1
TL075FTEE,0.10,0.00,0.00,0.00,TL075FTEE
TL075MA,0.0352,0.00,0.00,0.00,TL075MA
TLCK075MA,0.10,0.00,0.00,0.00,TLCK075MA
TLCKCOUP,0.03,0.00,0.00,0.00,TLCKCOUP
TLCKELL,0.02,0.00,0.00,0.00,TLCKELL
TLCKTEE,0.10,0.00,0.00,0.00,TLCKTEE
TLCOUP,0.0152,0.00,0.00,0.00,TLCOUP
TLCROS,0.07,0.00,0.00,0.00,TLCROS
TLCV001,4.00,0.00,0.00,0.00,TLCV001
TLCV0025,12.00,0.00,0.00,0.00,TLCV0025
TLCV050M1-B,0.02,0.00,0.00,0.00,TLCV050M1-B
TLCV6-1201,4.00,0.00,0.00,0.00,TLCV6-1201
TLCV6-12025,12.00,0.00,0.00,0.00,TLCV6-12025
TLCV9-1201,4.00,0.00,0.00,0.00,TLCV9-1201
TLCV9-12025,12.00,0.00,0.00,0.00,TLCV9-12025
TLCVXR0025,12.00,0.00,0.00,0.00,TLCVXR0025
TLCVXR6-1201,4.00,0.00,0.00,0.00,TLCVXR6-1201
TLCVXR6-12025,12.00,0.00,0.00,0.00,TLCVXR6-12025
TLCVXR9-1201,4.00,0.00,0.00,0.00,TLCVXR9-1201
TLCVXR9-12025,12.00,0.00,0.00,0.00,TLCVXR9-12025
TLDPLUG,0.01,0.00,0.00,0.00,TLDPLUG
TLELL,0.0152,0.00,0.00,0.00,TLELL
TLEZ0025,6.00,0.00,0.00,0.00,TLEZ0025
TLEZ4-0602,5.10,0.00,0.00,0.00,TLEZ4-0602
TLFIG8 (25 Pack),0.007,0.00,0.00,0.00,TLFIG8
TLFV-1,0.25,0.00,0.00,0.00,TLFV-1
TLHCVXR5-1201,4.00,0.00,0.00,0.00,TLHCVXR5-1201
TLHCVXR5-12025,12.00,0.00,0.00,0.00,TLHCVXR5-12025
TLHCVXR7-1201,4.00,0.00,0.00,0.00,TLHCVXR7-1201
TLHCVXR7-12025,12.00,0.00,0.00,0.00,TLHCVXR7-12025
TLS6-100,3.75,0.00,0.00,0.00,TLS6-100
TLS6-25,1.00,0.00,0.00,0.00,TLS6-25
TLSOV (BVA),0.05,0.00,0.00,0.00,TLSOV
TLTEE,0.0176,0.00,0.00,0.00,TLTEE
TORBHV6,3.55,7.00,4.00,8.00,TORBHV6
VABC1,0.00,0.00,0.00,0.00,VABC1
VB16615,12.30,7.25,4.00,7.25,VB16615
VB16635,12.30,0.00,0.00,0.00,VB16635
VDV6,1.96,7.00,5.50,7.00,VDV6
VGBREW1000,22.00,0.00,0.00,0.00,VGBREW1000
VGBREW175,22.00,0.00,0.00,0.00,VGBREW175
VGBREW300,22.00,0.00,0.00,0.00,VGBREW300
VGBREW75,22.00,0.00,0.00,0.00,VGBREW75
VGH1CF,32.00,21.00,3.60,15.00,VGH1CF
VGPBAT,5.00,7.00,4.25,8.00,VGPBAT
VGPBAT22,22.00,15.00,3.60,13.50,VGPBAT22
VGT,3.00,0.00,0.00,0.00,VGT
VGT55,17.00,0.00,0.00,0.00,VGT55
VHUAS1,1.40,0.00,0.00,0.00,VHUAS1
VHUAS34,1.40,6.00,3.00,6.00,VHUAS34
VMSR2,4.84,8.00,4.00,5.50,VMSR2
VPCKH,0.198,4.25,2.00,2.00,VPCKH
VRB34,0.886,6.00,3.50,5.00,VRB34
WBL3100,6.40,36.00,5.50,5.50,WBL3100
WM-075-0.1-RS-P,2.30,0.00,0.00,0.00,WM-075-0.1-RS-P
WM-075-1.0-RS-P,2.30,0.00,0.00,0.00,WM-075-1.0-RS-P
WM-100-1.0-RS-P,3.30,0.00,0.00,0.00,WM-100-1.0-RS-P
WPBC-25,0.03,0.00,0.00,0.00,WPBC-25
WPC10,0.50,0.00,0.00,0.00,WPC10
WPC10-250,3.70,0.00,0.00,0.00,WPC10-250
WPC20,0.50,0.00,0.00,0.00,WPC20
WPC20-250,3.70,0.00,0.00,0.00,WPC20-250
WPC5,0.50,0.00,0.00,0.00,WPC5
WPC5-250,370.00,0.00,0.00,0.00,WPC5-250
C34FOld,0.051,1.875,1.375,1.375,C34FOld
C34F34,0.059,2.00,1.40,1.40,C34F34
CX,0.111,3.00,1.125,3.00,CX
DNPC1-1500,24.00,0.00,0.00,0.00,DNPC1-1500
DNPC12-1500,24.00,0.00,0.00,0.00,DNPC12-1500
DNPC6-1500,24.00,0.00,0.00,0.00,DNPC6-1500
H14BSFW,0.024,1.25,1.25,1.25,H14BSFW
HFAA,0.245,4.625,1.375,1.875,HFAA
HSPL3,0.62,5.625,1.625,9.50,HSPL3
KDG1-T,8.292,16.00,6.00,16.00,KDG1-T
KDT1-10,83.00,0.00,0.00,0.00,KDT1-10
KDT1-5,41.50,0.00,0.00,0.00,KDT1-5
KDT2-10,419.50,0.00,0.00,0.00,KDT2-10
KDT2-5,209.75,0.00,0.00,0.00,KDT2-5
KDT3,95.00,24.00,12.00,24.00,KDT3
KDT3-T,95.00,24.50,12.75,24.50,KDT3-T
KGB2-10,118.59,0.00,0.00,0.00,KGB2-10
KGB2-5,59.295,0.00,0.00,0.00,KGB2-5
KRS1-T,6.36,16.00,6.00,16.00,KRS1-T
KRS2-T,10.30,18.00,6.00,18.00,KRS2-T
MELTB-5,0.005,0.813,0.188,0.375,MELTB-5
RMAN8-10,1.70,0.00,0.00,0.00,RMAN8-10
RMAN8-100,17.00,0.00,0.00,0.00,RMAN8-100
RMAN8-20,3.40,0.00,0.00,0.00,RMAN8-20
TMVHAD,1.20,0.00,0.00,0.00,TMVHAD
ALIDBLU,0.20,10.00,1.00,10.00,ALIDBLU
APAILBLU,0.00,0.00,0.00,0.00,APAILBLU
DET361,0.00,0.00,0.00,0.00,DET361
EL12MPSO,0.00,0.00,0.00,0.00,EL12MPSO
IMR12MHBA,0.00,0.00,0.00,0.00,IMR12MHBA
K34ELC,0.00,0.00,0.00,0.00,K34ELC
KCV1Old,0.00,0.00,0.00,0.00,KCV1Old
KCV2 - Old,0.00,0.00,0.00,0.00,KCV2 - Old
KCVA1,0.00,0.00,0.00,0.00,KCVA1
KCVA2,0.00,0.00,0.00,0.00,KCVA2
KIN1,3.85,7.00,13.00,13.00,KIN1
KINA1,2.05,4.00,13.00,11.00,KINA1
KMGCOT,0.00,0.00,0.00,0.00,KMGCOT
KSPB12Old,0.00,0.00,0.00,0.00,KSPB12Old
KSPB1412,0.00,0.00,0.00,0.00,KSPB1412
KSPB146OLD,0.00,0.00,0.00,0.00,KSPB146OLD
KSPB149,0.00,0.00,0.00,0.00,KSPB149
KSPB34,0.00,0.00,0.00,0.00,KSPB34
KSPDT,0.00,0.00,0.00,0.00,KSPDT
MAG1,0.00,0.00,0.00,0.00,MAG1
OLUBE,0.00,0.00,0.00,0.00,OLUBE
P12S38F,0.00,0.00,0.00,0.00,P12S38F
P2114STB,0.00,0.00,0.00,0.00,P2114STB
PR30HOSE,0.00,0.00,0.00,0.00,PR30HOSE
TDB13-50,0.00,0.00,0.00,0.00,TDB13-50
VRV2,0.00,0.00,0.00,0.00,VRV2
VBR10GB,0.00,0.00,0.00,0.00,VBR10GB
KHBSK,0.954,0.00,0.00,0.00,KHBSK
PBL1100,7.10,18.00,10.00,18.00,PBL1100
PBL12100,4.40,17.00,6.00,17.00,PBL12100
PBL1MA,0.04,2.60,1.20,1.80,PBL1MA
PBL34100,5.20,18.00,10.00,18.00,PBL34100
PBLC,0.031,1.80,0.60,0.60,PBLC
PBLC1,0.038,2.65,1.20,1.20,PBLC1
PBLC34,0.035,2.10,0.80,0.80,PBLC34
PBLL,0.031,1.50,0.60,1.50,PBLL
PBLL1,0.038,2.30,1.20,2.30,PBLL1
PBLL34,0.035,2.10,0.80,2.10,PBLL34
PBLT,0.031,1.80,0.60,1.50,PBLT
PBLT1,0.038,2.30,1.20,1.80,PBLT1
PBLT34,0.038,2.10,0.80,1.80,PBLT34
PGKR6PRO40,0.30,0.00,0.00,0.00,PGKR6PRO40
TRB-ESP4ME3,5.613,0.00,0.00,0.00,TRB-ESP4ME3
TRB-FG100,1.40,0.00,0.00,0.00,TRB-FG100
TRB-RSDBEX,0.838,0.00,0.00,0.00,TRB-RSDBEX
TRB-WR2RFC,1.25,0.00,0.00,0.00,TRB-WR2RFC
U-KRS1-T,0.00,16.00,6.00,16.00,U-KRS1-T
Item 1 Test,20.00,10.00,10.00,20.00,it1
Item 2 test,10.00,10.00,10.00,10.00,it2
TRB-ESPMOD,0.00,0.00,0.00,0.00,TRB-ESPMOD
PBLT134B,0.00,0.00,0.00,0.00,PBLT134B
PGJ04V,0.00,0.00,0.00,0.00,PGJ04V
1806NSI,0.00,0.00,0.00,0.00,1806NSI
PRBVAN24A,0.00,0.00,0.00,0.00,PRBVAN24A
PRBVAN24,0.00,0.00,0.00,0.00,PRBVAN24
15Q,0.00,0.00,0.00,0.00,15Q
15SST,0.00,0.00,0.00,0.00,15SST
15LCS,0.00,0.00,0.00,0.00,15LCS
15RCS,0.00,0.00,0.00,0.00,15RCS
15VAN,0.00,0.00,0.00,0.00,15VAN
SBTEE,0.00,0.00,0.00,0.00,SBTEE
IVM200PGA,0.00,0.00,0.00,0.00,IVM200PGA
PEBNPHAN1,0.00,0.00,0.00,0.00,PEBNPHAN1
PEBNPHAN2,0.00,0.00,0.00,0.00,PEBNPHAN2
RBPVBSTD,0.00,0.00,0.00,0.00,RBPVBSTD
RBPVBJMB,0.00,0.00,0.00,0.00,RBPVBJMB
RBVBSTD,11.00,22.00,12.00,17.00,RBVBSTD
LXIVMSEN,0.00,0.00,0.00,0.00,LXIVMSEN
LXIVMOUT,0.00,0.00,0.00,0.00,LXIVMOUT
LXME2FP,0.00,0.00,0.00,0.00,LXME2FP
IQDESKTOP,0.00,0.00,0.00,0.00,IQDESKTOP
IQENTRPRSE,0.00,0.00,0.00,0.00,IQENTRPRSE
IQNCCRS,0.00,0.00,0.00,0.00,IQNCCRS
IQNCCEN,0.00,0.00,0.00,0.00,IQNCCEN
DG4RFG,0.00,0.00,0.00,0.00,DG4RFG
RBDG6RFG,0.50,6.00,3.00,6.00,RBDG6RFG
RBDG6RFB,0.50,6.00,3.00,6.00,RBDG6RFB
RBDG4RAG,0.00,0.00,0.00,0.00,DG4RAG
RBDG9SFG,0.00,0.00,0.00,0.00,DG9SFG
RBDG9SFB,0.00,0.00,0.00,0.00,DG9SFB
RBDG12SFG,1.80,12.00,3.00,12.00,RBDG12SFG
RBDG12SFB,1.80,12.00,3.00,12.00,RBDG12SFB
RBDG18SFG,0.00,0.00,0.00,0.00,DG18SFG
RBDG18SFB,0.00,0.00,0.00,0.00,DG18SFB
RBDG12SAG,0.00,0.00,0.00,0.00,DG12SAG
RBDG12SAB,0.00,0.00,0.00,0.00,DG12SAB
RBDG7USG,0.00,0.00,0.00,0.00,DG7USG
RBDB6R1,1.50,6.00,10.00,8.00,RBDB6R1
RBDB6R2,1.80,6.00,10.00,10.00,RBDB6R2
RBDB12S2,0.00,0.00,0.00,0.00,RBDB12S2
DB12KITG,7.50,12.00,12.00,12.00,DB12KITG
RBDB12KITB,0.00,0.00,0.00,0.00,RBDB12KITB
RBDCD1MX5G,4.60,5.00,40.00,5.00,RBDCD1MX5G
RBDCDMST1MX10,0.00,0.00,0.00,0.00,DCD1MX10ST
RBDCDSS1MX5,0.00,0.00,0.00,0.00,DCD1MX5SS
RBDCDARCH1MX5,0.00,0.00,0.00,0.00,DCD1MX5AR
RBDCD1MX4B,0.00,0.00,0.00,0.00,RBDCD1MX4B
RBDCDCORMSTG10,0.00,0.00,0.00,0.00,DCDCOR10ST
RBDCDCORARG5,0.00,0.00,0.00,0.00,DCDCOR5AR
RBDCDENDCAP10,0.00,0.00,0.00,0.00,DCDENCAP10
RBDCDENDCAP4,0.12,5.00,1.00,4.00,RBDCDENDCAP4
RBDCDENDCAP5,0.12,5.00,1.00,5.00,RBDCDENDCAP5
RBDCDENDOUT5,0.20,5.00,2.00,5.00,RBDCDENDOUT5
RBDCDLEAFGD5,0.00,0.00,0.00,0.00,DCDLEAFGD5
RBDCDPITGYG5,0.00,0.00,0.00,0.00,DCDPIT5G
RBDCDPITSSG5,0.00,0.00,0.00,0.00,DCDPIT5SS
RBDCDPITARG5,0.00,0.00,0.00,0.00,DCDPIT5AR
429-010N,0.00,0.00,0.00,0.00,429-010N
PGJ04,0.00,0.00,0.00,0.00,PGJ04
0503,0.00,0.00,0.00,0.00,0503
0504,0.00,0.00,0.00,0.00,0504
412-005,0.00,0.00,0.00,0.00,412-005
111PBCR,0.00,0.00,0.00,0.00,111PBCR
ABELT,0.00,0.00,0.00,0.00,ABELT
GAUGE100,0.00,0.00,0.00,0.00,GAUGE100
MKRFN-15ESE,0.00,0.00,0.00,0.00,MKRFN-15ESE
MKRFN-15SS,0.00,0.00,0.00,0.00,MKRFN-15SS
MKRV10,0.00,0.00,0.00,0.00,MKRV10
TOR2W,0.00,0.00,0.00,0.00,TOR2W
TORBHVHS4,0.00,0.00,0.00,0.00,TORBHVHS4
VB1724GB,0.00,0.00,0.00,0.00,VB1724GB
PAQI100A-014,1.40,10.00,2.00,10.00,PAQI100A-014
PAQI125A-038,0.00,0.00,0.00,0.00,PAQI125A-038
PAQI50-532,0.00,0.00,0.00,0.00,PAQI50-532
PAQI50A-532,0.00,0.00,0.00,0.00,PAQI50A-532
PAQI75-532,0.00,0.00,0.00,0.00,PAQI75-532
PAQI75A-532,0.00,0.00,0.00,0.00,PAQI75A-532
VIR100P1,0.00,0.00,0.00,0.00,VIR100P1
VIR100P15,0.00,0.00,0.00,0.00,VIR100P15
VIR2711APR,0.00,0.00,0.00,0.00,VIR2711APR
VIR2711DPR,0.00,0.00,0.00,0.00,VIR2711DPR
VIR700-1,0.00,0.00,0.00,0.00,VIR700-1
VIR700-1.5,0.00,0.00,0.00,0.00,VIR700-1.5
VTODCL,0.00,0.00,0.00,0.00,VTODCL
VTOP220,0.00,0.00,0.00,0.00,VTOP220
341,0.00,0.00,0.00,0.00,341
AW76260,0.00,0.00,0.00,0.00,AW76260
AW76261,0.00,0.00,0.00,0.00,AW76261
AW76932,0.00,0.00,0.00,0.00,AW76932
AW79806,0.00,0.00,0.00,0.00,AW79806
AW81702,0.00,0.00,0.00,0.00,AW81702
AW81706,0.00,0.00,0.00,0.00,AW81706
AW81714,0.00,0.00,0.00,0.00,AW81714
AW81728,0.00,0.00,0.00,0.00,AW81728
AWSANTA,0.00,0.00,0.00,0.00,AWSANTA
AWSTARB,0.00,0.00,0.00,0.00,AWSTARB
AWSTARG,0.00,0.00,0.00,0.00,AWSTARG
AWSTARR,0.00,0.00,0.00,0.00,AWSTARR
AWSTARS,0.00,0.00,0.00,0.00,AWSTARS
AWTREE,0.00,0.00,0.00,0.00,AWTREE
CUSTOM ITEM,0.00,0.00,0.00,0.00,CUSTOM ITEM
CUSTOMAQU,0.00,0.00,0.00,0.00,CUSTOMAQU
CUSTOMMAZZEI,0.00,0.00,0.00,0.00,CUSTOMMAZZEI
CUSTOMSMART,0.00,0.00,0.00,0.00,CUSTOMSMART
CUSTOMTEMPO,0.00,0.00,0.00,0.00,CUSTOMTEMPO
CUSTOMUSBAC,0.00,0.00,0.00,0.00,CUSTOMUSBAC
FHW1849,0.00,0.00,0.00,0.00,FHW1849
GH16012,0.00,0.00,0.00,0.00,GH16012
GH1604299,0.00,0.00,0.00,0.00,GH1604299
GH1608,0.00,0.00,0.00,0.00,GH1608
GH160CUT,0.00,0.00,0.00,0.00,GH160CUT
GH24012,0.00,0.00,0.00,0.00,GH24012
GH2404299,0.00,0.00,0.00,0.00,GH2404299
GH2406,0.00,0.00,0.00,0.00,GH2406
GH24063300,0.00,0.00,0.00,0.00,GH24063300
GH24065300,0.00,0.00,0.00,0.00,GH24065300
GH2408,0.00,0.00,0.00,0.00,GH2408
IEZPR3C,0.00,0.00,0.00,0.00,IEZPR3C
NCL-307,0.00,0.00,0.00,0.00,NCL-307
NCL-312,0.00,0.00,0.00,0.00,NCL-312
NCL-320NM,0.00,0.00,0.00,0.00,NCL-320NM
NCL-345AB,0.00,0.00,0.00,0.00,NCL-345AB
NCL-352BK,0.00,0.00,0.00,0.00,NCL-352BK
NCL-352BZ,0.00,0.00,0.00,0.00,NCL-352BZ
NCL-525GM,0.00,0.00,0.00,0.00,NCL-525GM
PBL12MA,0.00,0.00,0.00,0.00,PBL12MA
PBL1TOOL,0.00,0.00,0.00,0.00,PBL1TOOL
PBL34M12B,0.00,0.00,0.00,0.00,PBL34M12B
PBL34MA,0.00,0.00,0.00,0.00,PBL34MA
PBL34TOOL,0.00,0.00,0.00,0.00,PBL34TOOL
PDB12CLEARAC,0.00,0.00,0.00,0.00,PDB12CLEARAC
PDEPDM4050,0.00,0.00,0.00,0.00,PDEPDM4050
PDGEOB1515,0.00,0.00,0.00,0.00,PDGEOB1515
PGP,0.66,0.00,0.00,0.00,PGP
PHW1800,0.00,0.00,0.00,0.00,PHW1800
PIRPRO400,0.00,0.00,0.00,0.00,PIRPRO400
PTO570Z6,0.00,0.00,0.00,0.00,PTO570Z6
PUY,0.00,0.00,0.00,0.00,PUY
ROUTEINS,0.00,0.00,0.00,0.00,ROUTEINS
TLCV6-1210,0.00,0.00,0.00,0.00,TLCV6-1210
VTOP220-1.5,0.00,0.00,0.00,0.00,VTOP220-1.5
VTOP220-1.5DC,0.00,0.00,0.00,0.00,VTOP220-1.5DC
VTOP220DC,0.00,0.00,0.00,0.00,VTOP220DC
SNK3SS-10,0.13,4.00,0.50,2.00,SNK3SS-10
SNK3SS-100,1.30,4.00,0.50,2.00,SNK3SS-100
SNK6SS-10,0.165,7.00,0.50,2.00,SNK6SS-10
SNK6SS-100,1.65,7.00,1.00,5.00,SNK6SS-100
PGP0415,0.00,0.00,0.00,0.00,PGP0415
PGP0420,0.00,0.00,0.00,0.00,PGP0420
PGP0425,0.00,0.00,0.00,0.00,PGP0425
PGP0430,0.00,0.00,0.00,0.00,PGP0430
PGP0440,0.00,0.00,0.00,0.00,PGP0440
PGP04CS,0.00,0.00,0.00,0.00,PGP04CS
PGP04CV15,0.00,0.00,0.00,0.00,PGP04CV15
PGP04CV20,0.00,0.00,0.00,0.00,PGP04CV20
PGP04CV25,0.00,0.00,0.00,0.00,PGP04CV25
PGP04CV30,0.00,0.00,0.00,0.00,PGP04CV30
PGP04CV40,0.00,0.00,0.00,0.00,PGP04CV40
PGP04CVPRB,0.00,0.00,0.00,0.00,PGP04CVPRB
PGP04CVPRB20,0.00,0.00,0.00,0.00,PGP04CVPRB20
PGP04CVPRB25,0.00,0.00,0.00,0.00,PGP04CVPRB25
PGP04CVPRB30,0.00,0.00,0.00,0.00,PGP04CVPRB30
PGP04CVPRB40,0.00,0.00,0.00,0.00,PGP04CVPRB40
PGP04CVR,0.00,0.00,0.00,0.00,PGP04CVR
PGP04CVR15,0.00,0.00,0.00,0.00,PGP04CVR15
