Item Name,Package Weight,Package Length,Package Height,Package Width,SKU
12100,4.34,17.00,6.00,17.00,12100
121000,58.00,30.00,12.00,30.00,121000
1250,3.60,16.00,4.00,16.00,1250
12500,43.00,24.00,12.00,24.00,12500
141000,10.95,12.00,9.50,12.00,141000
141000V,12.54,12.00,9.00,12.00,141000V
14100V,1.403,7.00,2.50,7.00,14100V
14500V,6.70,12.00,4.50,12.00,14500V
1450V,0.70,6.00,2.25,6.00,1450V
1450WV,0.65,6.00,2.50,6.00,1450WV
1490-10,0.01,1.60,0.60,1.20,1490-10
1490-50,0.05,3.50,0.90,1.65,1490-50
14GP1-10,0.01,1.75,0.313,1.00,14GP1-10
14GP2-10,0.02,2.00,0.375,1.50,14GP2-10
14GP2-100,0.10,3.50,1.50,2.125,14GP2-100
14LTB-10,0.02,1.50,1.50,0.625,14LTB-10
14LTB-100,0.15,3.50,1.375,2.00,14LTB-100
14LTB-50,0.10,3.50,1.00,1.50,14LTB-50
14QCCP,0.02,1.375,0.50,0.50,14QCCP
14QCT,0.02,1.50,0.50,1.00,14QCT
14RTB-10,0.01,2.50,0.42,1.00,14RTB-10
14RTB-50,0.05,3.50,1.00,1.25,14RTB-50
14T-10,0.02,1.50,1.50,1.00,14T-10
14T-50,0.10,3.375,1.50,2.00,14T-50
14TB-10,0.01,4.00,0.50,1.00,14TB-10
14TB-50,0.05,3.50,0.75,1.50,14TB-50
14TIDY-10,0.043,4.30,0.75,1.60,14TIDY-10
14TIDY-50,0.186,3.70,1.25,4.00,14TIDY-50
14VFV-20,0.025,3.00,1.50,2.375,14VFV-20
14VFV-5,0.025,2.00,1.50,1.25,14VFV-5
14VFV-50,0.25,5.00,1.50,2.50,14VFV-50
14VFVT-5,0.025,4.00,0.60,1.25,14VFVT-5
14VFVT-50,0.25,5.00,1.75,2.50,14VFVT-50
14WTBC-10,0.01,4.00,0.625,0.625,14WTBC-10
14WTBC-50,0.05,4.00,0.50,1.75,14WTBC-50
14WTTB-10,0.01,2.25,0.50,0.75,14WTTB-10
14WTTB-50,0.05,3.50,1.00,1.50,14WTTB-50
14X-10,0.02,4.00,0.75,1.50,14X-10
14X-50,0.20,4.00,1.00,3.75,14X-50
18100,0.578,7.00,2.50,7.00,18100
181000,6.78,12.00,6.00,12.00,181000
18500,4.20,12.00,4.50,12.00,18500
18T-10,0.025,1.375,0.875,1.00,18T-10
18T-50,0.125,3.50,1.375,1.75,18T-50
18TB-10,0.015,1.25,0.875,0.875,18TB-10
18TB-50,0.075,3.50,1.00,1.00,18TB-50
34250,12.00,24.00,12.00,24.00,34250
34500,24.00,28.00,14.00,28.00,34500
38GP,0.005,1.00,0.60,0.60,38GP
620CA,0.004,1.00,0.60,1.00,620CA
620CC,0.028,2.75,1.00,1.00,620CC
620CETC,0.04,2.50,1.25,1.25,620CETC
620CHS,0.034,2.25,1.25,1.25,620CHS
620CL,0.038,2.25,1.00,2.25,620CL
620CT,0.053,3.50,1.00,2.20,620CT
620EL12S,0.027,2.70,1.10,1.10,620EL12S
620ELC,0.049,3.70,1.20,1.20,620ELC
620ELFH,0.04,3.00,1.25,1.25,620ELFH
620ELL 0.620 OD Easy Loc Elbow,0.047,2.50,1.10,2.50,620ELL
620ELMC,0.053,3.125,1.313,1.313,620ELMC
620ELMH,0.04,2.90,1.30,1.30,620ELMH
620ELT,0.069,4.50,1.10,2.80,620ELT
620ELV,0.071,4.25,0.875,2.25,620ELV
A10GC,1.40,16.50,1.00,16.50,A10GC
ABACK,11.55,0.00,0.00,0.00,ABACK
ABGKNIFE,0.57,12.50,1.50,2.50,ABGKNIFE
ABILL,0.10,2.188,0.50,0.50,ABILL
ABRAX,1.382,22.00,1.50,5.50,ABRAX
ABTK,0.01,5.75,3.50,0.25,ABTK
ABYP,0.587,10.75,1.50,3.75,ABYP
ACAD,0.525,13.00,0.03,9.00,ACAD
ACUSHY,1.30,15.00,2.00,20.00,ACUSHY
AF6BLADE,0.044,3.75,0.20,3.60,AF6BLADE
AF6SPRING,0.04,3.70,0.50,3.60,AF6SPRING
AF8BLADE,0.062,3.75,0.15,3.50,AF8BLADE
AFCCULT,0.20,11.00,3.50,3.00,AFCCULT
AFCSCOOP,0.29,11.50,2.75,3.00,AFCSCOOP
AFCTRANS,0.18,11.50,2.50,2.50,AFCTRANS
AFCTROW,0.20,11.50,2.50,3.00,AFCTROW
AFELC,0.646,11.25,1.75,3.75,AFELC
AFELC160LG,0.505,11.25,1.75,3.75,AFELC160LG
AFELC160SM,0.456,11.25,1.25,3.75,AFELC160SM
AFELC8,0.656,11.25,1.75,3.75,AFELC8
AFH12MP,0.051,2.25,1.00,2.125,AFH12MP
AFH1FP,0.165,3.75,1.625,1.625,AFH1FP
AFH34SOC,0.069,2.75,1.25,1.25,AFH34SOC
AFHFH,0.051,1.625,1.25,1.25,AFHFH
AFHFP,0.046,1.50,1.25,1.25,AFHFP
AFHFP14,0.01,0.00,0.00,0.00,AFHFP14
AFHFPBS,0.133,5.00,1.50,1.50,AFHFPBS
AFHI,0.046,1.75,1.063,1.125,AFHI
AFHMP,0.058,2.125,1.25,1.25,AFHMP
AFHMPB,0.149,1.25,1.50,1.00,AFHMPB
AFHMPBLK,0.058,2.25,1.25,1.25,AFHMPBLK
AFLOP,2.74,33.00,2.00,10.50,AFLOP
AFLOR,0.224,10.75,0.90,4.75,AFLOR
AFOLD,0.52,11.50,1.00,4.50,AFOLD
AFPMHB,0.149,1.125,1.00,1.50,AFPMHB
AFSHARP,0.14,7.25,0.20,3.75,AFSHARP
AFSPRING,0.04,0.00,0.00,0.00,AFSPRING
AHES,1.35,0.00,0.00,0.00,AHES
AHOST,0.20,11.25,1.00,4.00,AHOST
AMACHS,1.50,27.20,1.75,4.50,AMACHS
AMH12MP,0.036,1.75,1.063,1.063,AMH12MP
AMH12SOC90,0.062,2.10,1.10,1.90,AMH12SOC90
AMH1FP,0.148,3.375,1.625,1.625,AMH1FP
AMH34SOC,0.053,2.375,1.25,1.25,AMH34SOC
AMH34SOC90,0.074,2.125,1.375,2.25,AMH34SOC90
AMHI,0.024,1.625,1.25,1.25,AMHI
AMHI12,0.024,1.75,1.063,1.063,AMHI12
AMHMH,0.035,2.00,1.125,1.125,AMHMH
AMHMHB,0.113,1.375,1.25,1.25,AMHMHB
AMHMP,0.034,2.125,1.00,1.00,AMHMP
AMHMPB,0.131,1.375,1.00,1.25,AMHMPB
AMPGS,0.50,11.00,2.00,4.50,AMPGS
APAIL,3.20,11.875,7.50,7.375,APAIL
APAILCB,5.60,11.625,8.75,8.75,APAILCB
APAILCR,5.60,11.25,8.75,8.75,APAILCR
APAILCW,5.60,11.625,8.75,8.75,APAILCW
APCFIL,0.05,5.50,0.50,7.25,APCFIL
APCUT,0.75,13.00,1.00,5.00,APCUT
APGL,0.00,0.00,0.00,0.00,APGL
APPS,0.70,10.75,1.25,4.00,APPS
APRO1,4.65,0.00,0.00,0.00,APRO1
APRO2,5.20,0.00,0.00,0.00,APRO2
APRO3,6.25,0.00,0.00,0.00,APRO3
ASAW,0.72,22.25,1.20,6.00,ASAW
ASHARP,0.18,5.75,2.25,2.00,ASHARP
ASNIP,0.16,10.75,0.50,3.75,ASNIP
ASTACK,1.75,11.00,2.00,7.50,ASTACK
ATBL,3.72,25.50,1.50,8.50,ATBL
ATCMP,0.80,7.50,3.00,5.00,ATCMP
ATCN,0.80,4.75,2.00,5.00,ATCN
AVTIE,0.35,4.50,0.50,4.50,AVTIE
AWC7RBM,0.00,0.00,0.00,0.00,AWC7RBM
AWC7S25,1.00,0.00,0.00,0.00,AWC7S25
AWC7S50,1.30,0.00,0.00,0.00,AWC7S50
AWC9RBM,0.00,0.00,0.00,0.00,AWC9RBM
AWC9S25,1.00,0.00,0.00,0.00,AWC9S25
AWC9S50,1.00,0.00,0.00,0.00,AWC9S50
AWSTARW,1.00,11.00,1.50,11.00,AWSTARW
AXE14,1.58,16.75,1.25,7.00,AXE14
AXE28,5.52,30.50,1.75,9.25,AXE28
AXE36,5.88,38.00,2.00,10.00,AXE36
BC112,0.118,3.50,2.00,2.00,BC112
BKDRIP,0.807,11.00,0.50,8.00,BKDRIP
BRT2112,0.277,5.00,2.50,4.00,BRT2112
BT114,0.21,5.00,1.40,3.20,BT114
C14B,0.024,1.625,1.125,1.125,C14B
C34M,0.029,2.50,1.125,1.125,C34M
C34M34,0.051,2.75,1.125,1.125,C34M34
CA,0.004,1.00,0.57,1.00,CA
CA34,0.008,0.75,1.25,1.25,CA34
CC,0.042,3.25,1.00,1.00,CC
CC34,0.056,3.40,1.30,1.30,CC34
CCA,0.042,3.375,1.00,1.00,CCA
CE,0.03,2.50,1.10,1.10,CE
CETC,0.051,2.625,1.375,1.375,CETC
CETC34,0.05,2.90,1.30,1.30,CETC34
CF8,0.007,1.70,0.59,0.87,CF8
CF834,0.015,2.375,0.75,1.25,CF834
CFL,0.044,2.15,1.34,2.26,CFL
CHS34,0.046,3.00,1.35,1.35,CHS34
C_ELL,0.045,3.375,1.00,2.25,C_ELL
CL34,0.058,3.10,1.30,2.20,CL34
CMT,0.05,1.625,1.00,1.875,CMT
CMT34,0.156,3.50,1.30,3.00,CMT34
CRCC,0.039,3.40,1.20,1.20,CRCC
CSA,0.031,1.50,1.10,1.10,CSA
CSO,0.053,1.00,2.25,3.30,CSO
CSO34,0.076,4.00,2.125,2.125,CSO34
CST,0.069,3.88,1.40,2.00,CST
CST34,0.08,3.75,1.25,2.75,CST34
CT,0.064,3.875,1.00,2.50,CT
CT34,0.084,3.20,1.30,2.20,CT34
CT3412,0.05,2.25,1.00,4.60,CT3412
DAB-100,0.70,5.00,1.70,4.00,DAB-100
DAB-5,0.035,2.50,0.70,1.44,DAB-5
DABS-100,1.50,9.00,3.00,8.00,DABS-100
DABS-5,0.075,5.80,1.10,2.93,DABS-5
DC12PC-10,0.04,4.80,0.75,1.50,DC12PC-10
DC12PC-100,0.45,5.10,2.00,4.50,DC12PC-100
DC1PC-10,0.04,4.80,0.56,1.40,DC1PC-10
DC1PC-100,0.45,4.40,1.55,4.10,DC1PC-100
DC2PC-10,0.04,2.80,0.80,2.20,DC2PC-10
DC2PC-100,0.20,5.05,1.65,4.70,DC2PC-100
DCIL-10,0.12,5.90,0.62,2.00,DCIL-10
DCIL-100,1.20,8.50,2.80,8.15,DCIL-100
DCOB1-100,1.00,8.25,2.40,7.50,DCOB1-100
DCOB1-5,0.05,6.00,0.90,2.55,DCOB1-5
DCOB12-100,1.00,7.75,2.50,7.75,DCOB12-100
DCOB12-5,0.05,6.00,1.00,2.20,DCOB12-5
DCOB2-100,1.00,8.00,2.80,6.00,DCOB2-100
DCOB2-5,0.05,5.60,0.70,2.60,DCOB2-5
DCSTK-10,0.12,1.76,1.25,5.33,DCSTK-10
DCSTK-100,0.60,8.25,2.00,8.55,DCSTK-100
DET121,5.00,20.00,8.00,20.00,DET121
DET121-500,43.00,24.00,12.00,24.00,DET121-500
DET125,4.62,20.00,8.00,20.00,DET125
DET125-500,43.00,24.00,12.00,24.00,DET125-500
DET126N,6.50,20.00,8.00,20.00,DET126N
DET181,4.66,18.00,6.00,18.00,DET181
DET181-500,43.00,24.00,12.00,24.00,DET181-500
DET241,4.40,18.00,6.00,18.00,DET241
DET241-500,43.00,24.00,12.00,24.00,DET241-500
DET361-500,43.00,24.00,12.00,24.00,DET361-500
DET91,4.86,20.00,8.00,20.00,DET91
DET91-500,43.00,24.00,12.00,24.00,DET91-500
DET95,6.14,20.00,8.00,20.00,DET95
DET95-500,43.00,24.00,12.00,24.00,DET95-500
DFV100,0.70,11.00,2.00,6.00,DFV100
DLMDD,0.05,3.375,2.00,1.125,DLMDD
DLMDS,0.05,3.375,2.00,1.125,DLMDS
DMAR,0.007,6.00,0.25,1.625,DMAR
DMIL1,0.006,1.375,0.75,0.75,DMIL1
DMIL12,0.006,1.375,0.75,0.75,DMIL12
DMPCA,0.002,0.80,0.40,0.60,DMPCA
DMWASS,0.10,21.75,0.375,0.375,DMWASS
DMWST,0.082,8.50,1.50,3.50,DMWST
DNJR1-100,0.25,4.00,1.60,3.50,DNJR1-100
DNJR1-25,0.05,3.30,1.00,1.90,DNJR1-25
DNJR12-100,0.25,5.00,1.16,4.10,DNJR12-100
DNJR12-25,0.05,3.90,0.75,2.58,DNJR12-25
DNJR2-100,0.25,6.75,2.25,4.50,DNJR2-100
DNJR2-25,0.05,4.30,1.20,1.75,DNJR2-25
DNP1,0.012,1.875,0.875,1.00,DNP1
DNPBUG-10,0.002,3.50,0.25,2.00,DNPBUG-10
DNPC1-100,1.70,7.75,2.75,6.25,DNPC1-100
DNPC1-25,0.40,6.75,1.75,3.00,DNPC1-25
DNPC12-100,1.70,7.50,2.75,6.75,DNPC12-100
DNPC12-25,0.40,7.50,1.80,3.20,DNPC12-25
DNPC2-100,1.70,7.75,2.75,6.25,DNPC2-100
DNPC2-25,0.40,7.50,1.70,3.30,DNPC2-25
DNPC6-100,1.70,7.75,3.25,6.75,DNPC6-100
DNPC6-25,0.40,7.50,2.10,3.25,DNPC6-25
DNPCAP,0.002,2.75,0.75,0.50,DNPCAP
DNWGT,0.018,1.875,0.625,0.625,DNWGT
DOV1,0.001,0.625,0.375,0.375,DOV1
DOV12,0.001,0.625,0.125,0.313,DOV12
DOV2,0.001,1.625,0.75,1.00,DOV2
DPCH1-10,0.02,4.40,0.60,1.30,DPCH1-10
DPCH1-100,0.20,4.75,1.40,3.25,DPCH1-100
DPCH12-10,0.02,2.00,0.65,2.00,DPCH12-10
DPCH12-100,0.20,5.16,1.20,3.50,DPCH12-100
DPCH2-10,0.02,5.00,5.70,1.30,DPCH2-10
DPCH2-100,0.20,5.25,1.60,3.15,DPCH2-100
DPOT1,0.006,2.875,0.625,1.063,DPOT1
DPOT12,0.005,3.00,0.88,1.10,DPOT12
DPS-100,2.50,11.50,3.70,10.00,DPS-100
DPS-25,0.676,9.75,2.80,5.00,DPS-25
DPS-5,0.135,9.75,1.20,3.50,DPS-5
DSD12,1.331,9.00,3.00,9.00,DSD12
DSD12500,7.885,12.00,6.00,12.00,DSD12500
DSD6,1.442,9.00,3.00,9.00,DSD6
DSD6500,8.121,12.00,6.00,12.00,DSD6500
DSD6L,0.75,7.50,3.00,3.75,DSD6L
DSD6LBR,0.75,8.00,2.25,7.75,DSD6LBR
DSD9,1.38,9.00,3.00,9.00,DSD9
DSD9500,7.691,12.00,6.00,12.00,DSD9500
DSHB-100,0.40,4.60,1.60,4.75,DSHB-100
DSHB-5,0.02,2.05,0.66,1.77,DSHB-5
DSHPCB-100,0.50,4.85,1.87,3.13,DSHPCB-100
DSHPCB-5,0.025,5.03,1.27,1.05,DSHPCB-5
DSHPCS-100,1.15,8.25,3.09,6.75,DSHPCS-100
DSHPCS-5,0.055,5.59,0.90,2.77,DSHPCS-5
DSHS-100,1.30,10.00,3.60,9.00,DSHS-100
DSHS-5,0.06,6.25,0.90,2.60,DSHS-5
DSHS180-100,1.20,9.50,3.10,8.50,DSHS180-100
DSHS180-5,0.06,6.00,1.68,2.50,DSHS180-5
DSHT-100,0.40,4.80,2.00,3.80,DSHT-100
DSHT-5,0.02,1.60,0.60,2.30,DSHT-5
DTA1-10,0.05,3.625,0.75,1.75,DTA1-10
DTA1-100,0.30,4.00,1.75,4.00,DTA1-100
DTA1-50,0.25,3.75,1.375,3.50,DTA1-50
DTA2-10,0.05,3.625,0.75,1.75,DTA2-10
DTA2-100,0.30,4.00,1.75,4.00,DTA2-100
DTA2-50,0.25,3.75,1.375,3.50,DTA2-50
DTA4-10,0.05,3.625,0.75,1.75,DTA4-10
DTA4-100,0.30,4.00,1.75,4.00,DTA4-100
DTA4-50,0.25,3.75,1.375,3.50,DTA4-50
DTMIL1-10,0.03,3.55,0.70,1.60,DTMIL1-10
DTMIL1-50,0.15,5.10,1.20,3.40,DTMIL1-50
DTMIL12-10,0.03,3.00,0.85,1.40,DTMIL12-10
DTMIL12-50,0.15,5.00,2.40,1.70,DTMIL12-50
DTMIL2-10,0.03,3.00,0.85,1.40,DTMIL2-10
DTMIL2-50,0.15,5.00,1.40,2.70,DTMIL2-50
DURA436-102,0.00,0.00,0.00,0.00,DURA436-102
DURA503-010,0.00,0.00,0.00,0.00,DURA503-010
EL12FT,0.115,4.875,1.25,2.625,EL12FT
EL12FT34,0.155,5.25,1.50,2.875,EL12FT34
EL12M,0.037,7.72,1.20,1.20,EL12M
EL12MPV,0.062,3.84,2.11,2.11,EL12MPV
EL12S,0.036,2.75,1.125,1.125,EL12S
EL14B,0.049,3.25,1.25,1.25,EL14B
EL1MP1,0.09,3.25,1.75,1.75,EL1MP1
EL1SOC,0.125,3.75,2.00,2.00,EL1SOC
EL1SPIG1,0.108,3.50,1.75,1.75,EL1SPIG1
EL34M,0.04,2.75,1.25,1.25,EL34M
EL34M34,0.056,2.95,1.50,1.50,EL34M34
EL34MPV34,0.121,6.00,2.60,2.60,EL34MPV34
EL34S,0.04,2.78,1.20,1.20,EL34S
EL34SOCT,0.105,5.00,1.25,2.50,EL34SOCT
EL34SOCT34,0.127,5.20,1.50,2.30,EL34SOCT34
EL34SPIG1,0.06,3.00,1.50,1.50,EL34SPIG1
EL38B,0.038,3.00,1.25,1.25,EL38B
ELA34,0.055,2.875,1.75,1.75,ELA34
ELC,0.061,3.82,1.23,1.23,ELC
ELC1,0.139,4.50,1.75,1.75,ELC1
ELC34,0.093,4.10,1.50,1.50,ELC34
ELCA,0.07,4.75,1.25,1.25,ELCA
ELFH1,0.167,4.75,1.875,1.875,ELFH1
ELFH34,0.072,3.25,1.50,1.50,ELFH34
ELFL,0.049,3.25,1.125,3.00,ELFL
ELFL34,0.10,4.00,3.00,1.50,ELFL34
ELFT,0.078,4.75,1.25,2.375,ELFT
ELFT34,0.118,5.125,1.25,2.375,ELFT34
ELL1,0.34,6.625,1.75,5.00,ELL1
ELL34,0.096,4.125,1.50,3.00,ELL34
ELMC1,0.104,3.50,1.625,1.625,ELMC1
ELMC34,0.075,3.38,1.50,1.50,ELMC34
ELMH,0.042,2.875,1.00,1.00,ELMH
ELMH34,0.058,3.00,1.50,1.50,ELMH34
ELMT,0.069,4.75,1.125,2.00,ELMT
ELMT34,0.106,5.10,1.20,2.50,ELMT34
ELRC,0.145,4.88,1.47,1.47,ELRC
ELRC134,0.168,5.75,1.75,1.75,ELRC134
ELRT,0.166,4.25,1.25,5.125,ELRT
ELRT12,0.142,4.50,1.50,5.125,ELRT12
ELRT134,0.44,8.75,2.50,4.75,ELRT134
ELRTV,0.5445,8.60,2.60,6.75,ELRTV
ELRX,0.345,7.50,2.00,7.50,ELRX
ELSO34,0.20,6.875,1.25,2.625,ELSO34
ELT1,0.481,8.375,1.75,5.00,ELT1
ELT34,0.15,5.125,1.375,3.25,ELT34
ELTCV1,0.354,8.70,1.80,2.60,ELTCV1
ELV12,0.078,6.50,1.78,1.78,ELV12
ELV400B,0.055,2.25,3.50,1.25,ELV400B
ELX,0.112,4.85,1.18,4.85,ELX
EZCLEANSE,13.00,7.00,10.50,4.20,EZCLEANSE
EZFERT,0.25,3.30,1.00,1.00,EZFERT
EZFISH,25.00,14.25,6.00,9.00,EZFISH
EZHYDRO,13.00,7.00,10.50,4.20,EZHYDRO
EZLANDSCAPE,25.00,20.00,3.00,14.50,EZLANDSCAPE
EZROOT,13.00,7.00,10.50,4.20,EZROOT
EZSTARTER,25.00,17.50,3.50,13.25,EZSTARTER
EZSUGAR,25.00,14.25,6.00,9.00,EZSUGAR
F112150,15.00,18.00,8.00,18.00,F112150
F112300,33.63,36.00,4.00,36.00,F112300
F1250,29.00,17.00,13.00,17.00,F1250
F2150,29.08,16.00,11.00,16.00,F2150
FA1,2.70,10.00,6.00,6.00,FA1
FA112140,2.98,9.50,6.00,8.00,FA112140
FA112140SU,3.98,16.00,6.00,8.00,FA112140SU
FA112200,3.00,9.50,6.00,8.00,FA112200
FA112200SU,3.98,16.00,6.00,8.00,FA112200SU
FA1140SUP,3.70,15.00,6.00,8.00,FA1140SUP
FA1200,2.68,10.00,6.00,6.00,FA1200
FA1200SUP,3.723,15.00,6.00,8.00,FA1200SUP
FA1WR,0.154,10.75,0.50,3.75,FA1WR
FA34,0.78,8.313,6.00,6.00,FA34
FA34SPR,0.024,1.50,0.75,0.75,FA34SPR
FADL2140,8.873,19.00,10.00,9.00,FADL2140
FADL2200,9.15,19.00,9.00,10.00,FADL2200
FADLOR,0.05,7.00,0.20,5.50,FADLOR
FAE1040,0.76,8.00,3.00,3.00,FAE1040
FAE1040SU,1.16,11.10,2.75,2.75,FAE1040SU
FAE1120,0.76,8.00,3.00,3.00,FAE1120
FAE1120SU,1.16,11.00,3.00,3.00,FAE1120SU
FAE1140,0.76,7.50,2.70,2.70,FAE1140
FAE1140SU,1.18,11.25,2.75,2.75,FAE1140SU
FAE1200,0.74,8.00,3.00,3.00,FAE1200
FAE180,0.68,8.00,3.00,3.00,FAE180
FAE180SU,1.18,11.25,2.75,2.75,FAE180SU
FAE34120,0.218,5.60,1.80,1.80,FAE34120
FAE34140,0.236,6.00,2.00,2.00,FAE34140
FAE3480,0.216,5.70,1.70,1.70,FAE3480
FAEDL140,2.42,12.00,5.00,5.00,FAEDL140
FAEDL200,2.42,12.00,5.00,5.00,FAEDL200
FAM1,1.444,8.875,3.813,6.438,FAM1
FAM112,2.135,11.00,5.00,8.00,FAM112
FAM112200,2.00,11.00,5.00,8.00,FAM112200
FAM112BOWL,0.30,4.50,3.50,4.50,FAM112BOWL
FAM112SU,2.791,17.00,5.00,8.00,FAM112SU
FAM112SU2,2.634,16.00,5.00,8.00,FAM112SU2
FAM1200,1.411,8.75,3.875,6.188,FAM1200
FAM1BOWL,0.40,3.50,4.00,4.00,FAM1BOWL
FAM2ST155,11.46,23.50,9.50,12.00,FAM2ST155
FAM2ST200,11.56,23.00,9.00,11.50,FAM2ST200
FAM34,0.628,8.875,4.75,4.75,FAM34
FAM34200,0.618,8.75,4.625,4.625,FAM34200
FAM34BASIN,0.20,4.20,2.80,2.80,FAM34BASIN
FAM34FV,0.069,3.00,2.00,2.50,FAM34FV
FAMCP1,0.475,9.00,2.70,4.80,FAMCP1
FAMCP112,2.065,15.50,7.00,8.00,FAMCP112
FAMCP112200,2.00,0.00,0.00,0.00,FAMCP112200
FAMCP2155,8.336,18.00,9.00,12.00,FAMCP2155
FAMCP2200,8.518,18.00,12.00,9.00,FAMCP2200
FAMCP34,0.462,4.00,5.00,5.00,FAMCP34
FAMCP34200,0.452,9.00,5.00,5.00,FAMCP34200
FAME1120,0.30,5.00,2.50,2.50,FAME1120
FAME112120S,0.45,10.00,3.00,3.00,FAME112120S
FAME112155S,0.45,10.00,3.00,3.00,FAME112155S
FAME112200S,0.45,10.00,3.00,3.00,FAME112200S
FAME11275S,0.45,10.00,3.00,3.00,FAME11275S
FAME112SOR,0.01,2.20,0.10,2.20,FAME112SOR
FAME1155,0.30,5.00,3.00,3.00,FAME1155
FAME1200,0.30,5.00,3.00,3.00,FAME1200
FAME150,0.30,5.00,2.50,2.50,FAME150
FAME175,0.30,5.00,2.50,2.50,FAME175
FAME2S155,0.84,14.75,4.50,4.50,FAME2S155
FAME2S200,1.145,14.75,4.50,4.50,FAME2S200
FAME34120,0.255,5.00,1.75,1.75,FAME34120
FAME34155,0.085,5.10,1.70,1.70,FAME34155
FAME34200,0.05,5.10,1.70,1.70,FAME34200
FAME3450,0.255,5.00,1.75,1.75,FAME3450
FAME34S,0.01,1.50,0.10,1.50,FAME34S
FAMECP2155,0.55,10.00,4.25,4.25,FAMECP2155
FAMECP2200,0.80,10.00,4.25,4.25,FAMECP2200
FAMOR1,0.001,3.00,0.10,3.00,FAMOR1
FAMOR112,0.007,3.50,0.10,3.50,FAMOR112
FAMOR34,0.007,2.00,0.10,2.00,FAMOR34
FAMSCN2155,13.00,23.00,9.00,11.50,FAMSCN2155
FAMSCN2SU15,15.00,24.00,10.00,12.00,FAMSCN2SU15
FAMSCN2SU20,15.00,0.00,0.00,0.00,FAMSCN2SU20
FAOR1,0.01,4.00,0.10,4.00,FAOR1
FAOR2,0.02,6.00,0.30,6.00,FAOR2
FAOR34,0.003,2.40,0.10,2.40,FAOR34
FAPPNS,0.0031,0.70,0.70,0.50,FAPPNS
FAVBH,0.057,2.00,2.00,2.00,FAVBH
FAVBP,0.062,2.25,2.00,2.00,FAVBP
FBFP,0.20,1.50,1.50,1.50,FBFP
FBFPP,0.065,2.00,2.00,2.00,FBFPP
FFADV,5.54,26.00,8.25,7.75,FFADV
FGC14,0.02,1.00,0.80,0.80,FGC14
FI120,0.124,6.00,1.375,1.375,FI120
FIE120,0.014,4.75,1.875,1.875,FIE120
FMCINN1,0.20,0.00,0.00,0.00,FMCINN1
FMCINN5,0.10,0.00,0.00,0.00,FMCINN5
FMEDHANDLE,0.15,7.00,1.50,2.50,FMEDHANDLE
FMEDMV,5.641,15.50,9.00,9.00,FMEDMV
FMLEM5,0.10,0.00,0.00,0.00,FMLEM5
FMPEPP1,0.20,0.00,0.00,0.00,FMPEPP1
FMPEPP5,0.10,0.00,0.00,0.00,FMPEPP5
FMPRTOOL,0.02,3.40,0.70,1.00,FMPRTOOL
FMUN1,0.20,0.00,0.00,0.00,FMUN1
FMUN5,0.10,0.00,0.00,0.00,FMUN5
FPGKRKEY,0.10,1.875,0.063,1.00,FPGKRKEY
FPLVCZN,1.75,12.50,5.00,4.00,FPLVCZN
FPR17,0.34,7.00,2.00,4.00,FPR17
FSC112,5.5215,14.00,9.00,6.00,FSC112
FSC2,5.66,14.00,9.00,6.00,FSC2
FSCE150,0.75,3.50,8.00,3.50,FSCE150
FSCE200,0.75,3.50,8.00,3.50,FSCE200
FSW,0.004,0.75,1.00,1.00,FSW
FT150,0.091,4.25,1.25,2.125,FT
FT200,0.10,3.50,1.00,1.00,FT200
FTE,0.019,3.50,1.00,1.00,FTE
FTE200,0.034,3.50,1.00,1.00,FTE200
FTE50,0.034,3.30,0.20,0.20,FTE50
FYCE120,0.06,5.10,1.70,1.70,FYCE120
FYCE155,0.06,5.10,1.70,1.70,FYCE155
FYCE200,0.06,5.25,1.75,1.75,FYCE200
FYCE75,0.06,5.10,1.70,1.70,FYCE75
FYCH,0.432,9.00,5.125,5.125,FYCH
FYCH200,0.432,9.25,5.125,5.125,FYCH200
FYCOR,0.002,2.25,0.10,2.25,FYCOR
FYCP1155,0.42,9.50,5.00,5.00,FYCP1155
FYCP1200,0.42,9.188,5.00,5.00,FYCP1200
FYCP34155,0.42,8.875,4.75,4.75,FYCP34155
FYCP34200,0.42,9.00,4.75,4.75,FYCP34200
